acc_num,seq_len,description,record_date,organism,segment_source,cds,host,isolate_source,isolate_name,country_region,collection_date,e_value,pcnt_id,align_len
KJ545704.1,292,"Crimean-Congo hemorrhagic fever virus strain BNI-PR10.7 nucleocapsid protein-like gene, partial sequence",13-OCT-2014,Orthonairovirus haemorrhagiae,,,Rhipicephalus bursa,,,Kosovo: Prishtine,01-May-2012,999.0,0.0,0
KJ545703.1,279,"Crimean-Congo hemorrhagic fever virus strain BNI-PR16.2 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Rhipicephalus bursa,,,Kosovo: Prishtine,01-May-2012,7.84408e-55,84.78260869565217,92
KJ545702.1,289,"Crimean-Congo hemorrhagic fever virus strain BNI-PR14.9 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Rhipicephalus bursa,,,Kosovo: Prishtine,2013,1.90175e-57,85.26315789473684,95
KJ545701.1,276,"Crimean-Congo hemorrhagic fever virus strain BNI-PR17.5 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Rhipicephalus bursa,,,Kosovo: Prishtine,2013,2.21731e-57,86.95652173913044,92
KJ545700.1,290,"Crimean-Congo hemorrhagic fever virus strain BNI-PR10.2 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Rhipicephalus bursa,,,Kosovo: Prishtine,01-May-2012,2.32661e-58,85.41666666666666,96
KJ545699.1,269,"Crimean-Congo hemorrhagic fever virus strain BNI-PR14.8 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Rhipicephalus bursa,,,Kosovo: Prishtine,2013,6.57493e-55,86.51685393258427,89
KJ545698.1,280,"Crimean-Congo hemorrhagic fever virus strain BNI-PR10.6 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Rhipicephalus bursa,,,Kosovo: Prishtine,01-May-2012,3.12557e-57,86.95652173913044,92
KJ545697.1,272,"Crimean-Congo hemorrhagic fever virus strain BNI-PR6.7 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Rhipicephalus bursa,,,Kosovo: Prishtine,01-May-2012,8.57719e-55,86.51685393258427,89
KJ545696.1,282,"Crimean-Congo hemorrhagic fever virus strain BNI-PR6.5 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Rhipicephalus bursa,,,Kosovo: Prishtine,01-May-2012,3.12557e-57,86.95652173913044,92
KJ545695.1,277,"Crimean-Congo hemorrhagic fever virus strain BNI-K61.1 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Kline,01-May-2012,1.49866e-56,86.81318681318682,91
KJ545694.1,287,"Crimean-Congo hemorrhagic fever virus strain BNI-M25.1 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,2.93343e-61,95.78947368421052,95
KJ545693.1,271,"Crimean-Congo hemorrhagic fever virus strain BNI-GJI-V-2 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Gjilan,01-May-2012,4.64496e-62,98.87640449438202,89
KJ545692.1,289,"Crimean-Congo hemorrhagic fever virus strain BNI-K90 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Ixodes ricinus,,,Kosovo: Kline,01-May-2012,1.47007e-66,98.95833333333334,96
KJ545691.1,291,"Crimean-Congo hemorrhagic fever virus strain BNI-M26.3 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,2.55472e-66,98.95833333333334,96
KJ545690.1,293,"Crimean-Congo hemorrhagic fever virus strain BNI-M25.4 nucleocapsid protein-like gene, partial sequence",13-OCT-2014,Orthonairovirus haemorrhagiae,,,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,999.0,0.0,0
KJ545689.1,282,"Crimean-Congo hemorrhagic fever virus strain BNI-M24.2 nucleocapsid protein-like gene, partial sequence",13-OCT-2014,Orthonairovirus haemorrhagiae,,,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,999.0,0.0,0
KJ545688.1,281,"Crimean-Congo hemorrhagic fever virus strain BNI-K131.1 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Kline,01-May-2012,8.73691e-64,100.0,91
KJ545687.1,290,"Crimean-Congo hemorrhagic fever virus strain BNI-K68 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Kline,01-May-2012,8.8814e-65,97.89473684210527,95
KJ545686.1,291,"Crimean-Congo hemorrhagic fever virus strain BNI-M27.1 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,8.82839e-67,97.9381443298969,97
KJ545685.1,291,"Crimean-Congo hemorrhagic fever virus strain BNI-M30 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,5.28619e-66,97.91666666666666,96
KJ545684.1,269,"Crimean-Congo hemorrhagic fever virus strain BNI-K87 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Kline,01-May-2012,3.94457e-61,100.0,88
KJ545683.1,285,"Crimean-Congo hemorrhagic fever virus strain BNI-M24.1 nucleocapsid protein-like gene, partial sequence",13-OCT-2014,Orthonairovirus haemorrhagiae,,,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,999.0,0.0,0
KJ545682.1,292,"Crimean-Congo hemorrhagic fever virus strain BNI-M29.9 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,1.47007e-66,98.95833333333334,96
KJ545681.1,293,"Crimean-Congo hemorrhagic fever virus strain BNI-M29.3 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,4.7469e-67,98.96907216494846,97
KJ545680.1,279,"Crimean-Congo hemorrhagic fever virus strain BNI-M25.3 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,5.24976e-65,100.0,92
KJ545679.1,278,"Crimean-Congo hemorrhagic fever virus strain BNI-M25 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,6.28621e-65,100.0,92
KJ545678.1,278,"Crimean-Congo hemorrhagic fever virus strain BNI-M24.3 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,6.28621e-65,100.0,92
KJ545677.1,293,"Crimean-Congo hemorrhagic fever virus strain BNI-M31.5 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,2.36188e-67,98.96907216494846,97
KJ545676.1,287,"Crimean-Congo hemorrhagic fever virus strain BNI-M28.3 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,5.97267e-66,98.94736842105263,95
KJ545675.1,292,"Crimean-Congo hemorrhagic fever virus strain BNI-M26.8 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,2.36188e-67,98.96907216494846,97
KJ545674.1,267,"Crimean-Congo hemorrhagic fever virus strain BNI-M25.2 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,3.81562e-61,100.0,88
KJ545673.1,293,"Crimean-Congo hemorrhagic fever virus strain BNI-M27 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,2.36188e-67,98.96907216494846,97
KJ545672.1,293,"Crimean-Congo hemorrhagic fever virus strain BNI-M23.5 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,2.36188e-67,98.96907216494846,97
KJ545671.1,291,"Crimean-Congo hemorrhagic fever virus strain BNI-M23.4 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,1.47007e-66,98.95833333333334,96
KJ545670.1,290,"Crimean-Congo hemorrhagic fever virus strain BNI-M23.3 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,1.47007e-66,98.95833333333334,96
KJ545669.1,293,"Crimean-Congo hemorrhagic fever virus strain BNI-PR5.4 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Rhipicephalus bursa,,,Kosovo: Prishtine,01-May-2012,2.36188e-67,98.96907216494846,97
KJ545668.1,277,"Crimean-Congo hemorrhagic fever virus strain BNI-K66.1 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Kline,01-May-2012,6.28621e-65,100.0,92
KJ545667.1,291,"Crimean-Congo hemorrhagic fever virus strain BNI-K18 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Kline,01-May-2012,1.47007e-66,98.95833333333334,96
KJ545666.1,293,"Crimean-Congo hemorrhagic fever virus strain BNI-K39 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Kline,01-May-2012,4.7469e-67,98.96907216494846,97
KJ545665.1,293,"Crimean-Congo hemorrhagic fever virus strain BNI-M1.7 nucleocapsid protein gene, partial cds",13-OCT-2014,Orthonairovirus haemorrhagiae,,nucleocapsid protein,Hyalomma marginatum,,,Kosovo: Malisheve,01-May-2012,4.7469e-67,98.96907216494846,97
S82581.1,220,"nucleoprotein {clone C-CHFV/UAE/MUC-4} [Crimean-Congo hemorrhagic virus, CCHFV, sera, viral hemorrhagic fever patient isolate, Genomic, 220 nt]",03-DEC-1996,Orthonairovirus haemorrhagiae,,,,,,,,1.79941e-45,91.78082191780823,73
S82580.1,220,"nucleoprotein {clone C-CHFV/UAE/MUC-1} [Crimean-Congo hemorrhagic virus, CCHFV, sera, viral hemorrhagic fever patient isolate, Genomic, 220 nt]",03-DEC-1996,Orthonairovirus haemorrhagiae,,,,,,,,4.94658e-46,93.15068493150685,73
GU477494.1,1673,"Crimean-Congo hemorrhagic fever virus strain 79121M18 segment S, complete sequence",15-MAR-2010,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,tick,Euchoreutes naso,,China,2004,0.0,96.05809128630706,482
GU477493.1,5377,"Crimean-Congo hemorrhagic fever virus strain 79121M18 segment M, complete sequence",15-MAR-2010,Orthonairovirus haemorrhagiae,M,preglycoprotein,tick,Euchoreutes naso,,China,2004,0.0,75.43129089827484,1681
GU477492.1,12158,"Crimean-Congo hemorrhagic fever virus strain 79121M18 segment L, complete sequence",15-MAR-2010,Orthonairovirus haemorrhagiae,L,L protein,tick,Euchoreutes naso,,China,2004,0.0,97.13561470215463,3945
AY675511.1,5341,"Crimean-Congo hemorrhagic fever virus isolate Kosovo/9553/2001 envelope glycoprotein precursor, gene, complete cds",03-MAR-2005,Orthonairovirus haemorrhagiae,,envelope glycoprotein precursor,,patient with fatal case of CCHF,Kosovo/9553/2001,Yugoslavia,,0.0,98.10426540284361,1688
NC_078227.1,5416,"Crimean-Congo hemorrhagic fever virus 2 strain AP92 segment M, complete sequence",06-MAY-2023,Aigai virus,M,glycoprotein precursor,Rhipicephalus bursa,,,Greece,1975,0.0,74.59749552772809,1677
NC_078226.1,1659,"Crimean-Congo hemorrhagic fever virus 2 strain AP92 segment S, complete sequence",06-MAY-2023,Aigai virus,S,nucleocapsid protein,Rhipicephalus bursa,,,Greece,1975,0.0,92.73858921161826,482
NC_078225.1,12170,"Crimean-Congo hemorrhagic fever virus 2 strain AP92 segment L, complete sequence",06-MAY-2023,Aigai virus,L,RNA-dependent RNA polymerase,Rhipicephalus bursa,,,Greece,1975,0.0,90.72243346007605,3945
ON755121.1,5364,"Crimean-Congo hemorrhagic fever orthonairovirus isolate TR-SIVAS-C22M-2021 glycoprotein precursor (GPC) gene, complete cds",14-MAR-2023,Orthonairovirus haemorrhagiae,M,glycoprotein precursor,Homo sapiens,serum,TR-SIVAS-C22M-2021,Turkey,2021,0.0,94.84597156398105,1688
ON668035.1,5364,"Crimean-Congo hemorrhagic fever orthonairovirus isolate TR-SIVAS-C13F-2021 segment M, complete sequence",22-FEB-2023,Orthonairovirus haemorrhagiae,M,glycoprotein precursor,Homo sapiens,serum,TR-SIVAS-C13F-2021,Turkey,2021,0.0,95.260663507109,1688
ON668034.1,5364,"Crimean-Congo hemorrhagic fever orthonairovirus isolate TR-SIVAS-C6M-2021 segment M, complete sequence",22-FEB-2023,Orthonairovirus haemorrhagiae,M,glycoprotein precursor,Homo sapiens,serum,TR-SIVAS-C6M-2021,Turkey,2021,0.0,95.02369668246445,1688
ON668033.1,5364,"Crimean-Congo hemorrhagic fever orthonairovirus isolate TR-SIVAS-C3M-2021 segment M, complete sequence",22-FEB-2023,Orthonairovirus haemorrhagiae,M,glycoprotein precursor,Homo sapiens,serum,TR-SIVAS-C3M-2021,Turkey,2021,0.0,95.08293838862559,1688
ON640910.1,8430,"Crimean-Congo hemorrhagic fever orthonairovirus isolate TR-SIVAS-C2M-2021 RNA-dependent RNA polymerase gene, partial cds",21-FEB-2023,Orthonairovirus haemorrhagiae,L,RNA-dependent RNA polymerase,Homo sapiens,Human serum,TR-SIVAS-C2M-2021,Turkey,2021,0.0,99.5729537366548,2810
ON640909.1,8430,"Crimean-Congo hemorrhagic fever orthonairovirus isolate TR-SIVAS-C21F-2021 RNA-dependent RNA polymerase gene, partial cds",21-FEB-2023,Orthonairovirus haemorrhagiae,L,RNA-dependent RNA polymerase,Homo sapiens,Human serum,TR-SIVAS-C21F-2021,Turkey,2021,0.0,99.60854092526691,2810
ON640908.1,8430,"Crimean-Congo hemorrhagic fever orthonairovirus isolate TR-SIVAS-C18F-2021 RNA-dependent RNA polymerase gene, partial cds",21-FEB-2023,Orthonairovirus haemorrhagiae,L,RNA-dependent RNA polymerase,Homo sapiens,Human serum,TR-SIVAS-C18F-2021,Turkey,2021,0.0,98.93238434163702,2810
ON640907.1,8429,"Crimean-Congo hemorrhagic fever orthonairovirus isolate TR-SIVAS-C14M-2021 RNA-dependent RNA polymerase gene, partial cds",21-FEB-2023,Orthonairovirus haemorrhagiae,L,RNA-dependent RNA polymerase,Homo sapiens,Human serum,TR-SIVAS-C14M-2021,Turkey,2021,0.0,98.9320042719829,2809
ON640906.1,8429,"Crimean-Congo hemorrhagic fever orthonairovirus isolate TR-SIVAS-C13F-2021 RNA-dependent RNA polymerase gene, partial cds",21-FEB-2023,Orthonairovirus haemorrhagiae,L,RNA-dependent RNA polymerase,Homo sapiens,Human serum,TR-SIVAS-C13F-2021,Turkey,2021,0.0,99.0744037023852,2809
ON623085.1,5364,"Crimean-Congo hemorrhagic fever orthonairovirus isolate TR-SIVAS-C21F-2021 glycoprotein precursor (GPC) gene, complete cds",20-FEB-2023,Orthonairovirus haemorrhagiae,M,glycoprotein precursor,Homo sapiens,Human serum,TR-SIVAS-C21F-2021,Turkey,2021,0.0,95.20142180094787,1688
ON623084.1,5364,"Crimean-Congo hemorrhagic fever orthonairovirus isolate TR-SIVAS-C18F-2021 glycoprotein precursor (GPC) gene, complete cds",20-FEB-2023,Orthonairovirus haemorrhagiae,M,glycoprotein precursor,Homo sapiens,Human serum,TR-SIVAS-C18F-2021,Turkey,2021,0.0,95.20142180094787,1688
ON623083.1,5364,"Crimean-Congo hemorrhagic fever orthonairovirus isolate TR-SIVAS-C14M-2021 glycoprotein precursor (GPC) gene, complete cds",20-FEB-2023,Orthonairovirus haemorrhagiae,M,glycoprotein precursor,Homo sapiens,Human serum,TR-SIVAS-C14M-2021,Turkey,2021,0.0,95.02369668246445,1688
ON623082.1,5362,"Crimean-Congo hemorrhagic fever orthonairovirus isolate TR-SIVAS-C5F-2021 glycoprotein precursor (GPC) gene, complete cds",20-FEB-2023,Orthonairovirus haemorrhagiae,M,glycoprotein precursor,Homo sapiens,Human serum,TR-SIVAS-C5F-2021,Turkey,2021,0.0,95.20142180094787,1688
ON623081.1,5364,"Crimean-Congo hemorrhagic fever orthonairovirus isolate TR-GIRESUN-C4M-2021 glycoprotein precursor (GPC) gene, complete cds",20-FEB-2023,Orthonairovirus haemorrhagiae,M,glycoprotein precursor,Homo sapiens,Human serum,TR-GIRESUN-C4M-2021,Turkey,2021,0.0,94.96445497630332,1688
OK082067.1,591,"Crimean-Congo hemorrhagic fever orthonairovirus strain Cadiz_430_2017 nucleoprotein gene, partial cds",13-FEB-2023,Orthonairovirus haemorrhagiae,S,nucleoprotein,Hyalomma lusitanicum,,,Spain,21-Jun-2017,3.93253e-134,95.43147208121827,197
OK082066.1,591,"Crimean-Congo hemorrhagic fever orthonairovirus strain Cordoba_309_2017 nucleoprotein gene, partial cds",13-FEB-2023,Orthonairovirus haemorrhagiae,S,nucleoprotein,Hyalomma lusitanicum,,,Spain,14-Sep-2017,8.85936e-136,96.44670050761421,197
OK082065.1,591,"Crimean-Congo hemorrhagic fever orthonairovirus strain Toledo_3572_2016 nucleoprotein gene, partial cds",13-FEB-2023,Orthonairovirus haemorrhagiae,S,nucleoprotein,Hyalomma lusitanicum,,,Spain,07-Feb-2017,1.05418e-136,97.46192893401016,197
OK082064.1,591,"Crimean-Congo hemorrhagic fever orthonairovirus strain Caceres_2625_2017 nucleoprotein gene, partial cds",13-FEB-2023,Orthonairovirus haemorrhagiae,S,nucleoprotein,Hyalomma lusitanicum,,,Spain,26-Jan-2017,9.38892e-136,96.44670050761421,197
OK082063.1,591,"Crimean-Congo hemorrhagic fever orthonairovirus strain Caceres_2071_2016 nucleoprotein gene, partial cds",13-FEB-2023,Orthonairovirus haemorrhagiae,S,nucleoprotein,Hyalomma lusitanicum,,,Spain,11-Nov-2016,2.01588e-136,96.95431472081218,197
OK082062.1,591,"Crimean-Congo hemorrhagic fever orthonairovirus strain Caceres_1910_2016 nucleoprotein gene, partial cds",13-FEB-2023,Orthonairovirus haemorrhagiae,S,nucleoprotein,Hyalomma lusitanicum,,,Spain,11-Nov-2016,1.761e-135,95.93908629441624,197
OK082061.1,591,"Crimean-Congo hemorrhagic fever orthonairovirus strain Caceres_1521_2016 nucleoprotein gene, partial cds",13-FEB-2023,Orthonairovirus haemorrhagiae,S,nucleoprotein,Hyalomma lusitanicum,,,Spain,27-Oct-2016,1.77761e-136,96.95431472081218,197
OK082060.1,591,"Crimean-Congo hemorrhagic fever orthonairovirus strain Madrid_115_2016 nucleoprotein gene, partial cds",13-FEB-2023,Orthonairovirus haemorrhagiae,S,nucleoprotein,Hyalomma lusitanicum,,,Spain,17-Oct-2016,1.02373e-137,97.96954314720813,197
OL690431.1,1568,"Crimean-Congo hemorrhagic fever orthonairovirus isolate 2021000741 segment S, complete sequence",19-OCT-2022,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Homo sapiens,,2021000741,Uganda: Kikuube district,27-Apr-2021,0.0,93.15352697095436,482
OL690430.1,5348,"Crimean-Congo hemorrhagic fever orthonairovirus isolate 2021000741 segment M, complete sequence",19-OCT-2022,Orthonairovirus haemorrhagiae,M,envelope glycoprotein precursor,Homo sapiens,,2021000741,Uganda: Kikuube district,27-Apr-2021,0.0,68.5374149659864,1176
ON557389.1,394,"Crimean-Congo hemorrhagic fever orthonairovirus isolate P10 nucleocapsid protein gene, partial cds",21-SEP-2022,Orthonairovirus haemorrhagiae,S,nucleocapsid protein,Hyalomma marginatum,,P10,Morocco,2014,3.16463e-82,86.25954198473282,131
MW548504.1,12122,"Crimean-Congo hemorrhagic fever orthonairovirus isolate UAE/CT219M3/2019 RNA-dependent RNA polymerase gene, complete cds",22-FEB-2022,Orthonairovirus haemorrhagiae,L,RNA-dependent RNA polymerase,Hyalomma dromedarii,tick,UAE/CT219M3/2019,United Arab Emirates: Al Ain,2019,0.0,96.04562737642586,3945
MW548502.1,12105,"Crimean-Congo hemorrhagic fever orthonairovirus isolate UAE/CT25M3/2019 RNA-dependent RNA polymerase gene, complete cds",22-FEB-2022,Orthonairovirus haemorrhagiae,L,RNA-dependent RNA polymerase,Hyalomma dromedarii,tick,UAE/CT25M3/2019,United Arab Emirates: Al Ain,2019,0.0,96.02027883396704,3945
MW548501.1,12114,"Crimean-Congo hemorrhagic fever orthonairovirus isolate UAE/CT25M2/2019 RNA-dependent RNA polymerase gene, complete cds",22-FEB-2022,Orthonairovirus haemorrhagiae,L,RNA-dependent RNA polymerase,Hyalomma dromedarii,tick,UAE/CT25M2/2019,United Arab Emirates: Al Ain,2019,0.0,96.02027883396704,3945
MW548500.1,11316,"Crimean-Congo hemorrhagic fever orthonairovirus isolate UAE/CT25M1/2019 RNA-dependent RNA polymerase gene, partial cds",22-FEB-2022,Orthonairovirus haemorrhagiae,L,RNA-dependent RNA polymerase,Hyalomma dromedarii,tick,UAE/CT25M1/2019,United Arab Emirates: Al Ain,2019,0.0,96.45616839861444,3753
