Authors,Title,Journal,PMID,Year,accession,RefID,FirstAuthorSurname,ShortName
"Bergeron E., Drosten C., Hua B., Junglen S., Kopp A., Marklewitz M., Nichol S., Ohlendorf V., Scholte F., Spiropoulou C.",A single mutation in Crimean-Congo hemorrhagic fever virus discovered in ticks impairs infectivity in human cells,"Berlin 10117, Charite Universitatsmedizin Berlin, Chariteplatz 1, Elife 9 (2020) In press, Germany, Institute of Virology",33084573,"2018, 2020","MK299338, MK299339, MK299340, MK299341, MK299342, MK299343, MK299344, MK299345, MK299346",166,Bergeron,"Bergeron (2020, 33084573)"
"Banovic P., Bogdan I., Cana F., Christova I., Cvetanovska M., Cvetkovikj A., Djadjovski I., Gorfol T., Grozdanovski K., Jakimovski D., Kemenesi G., Kostoulas P., Lanszki Z., Meletis E., Mijatovic D., Rangelov G., Simin V., Spasovska K., Tauber Z., Urban P., Zana B.","Detection of autochthonic virus strain responsible for outbreak of Crimean-Congo haemorrhagic fever in North Macedonia, July to August 2023","Baranya 7624, Hungary, Ifjusag Utja 20, Pecs, Szentagothai Research Center, University of Pecs, Unpublished",,2024,"PP729064, PP729065, PP729066",167,Banovic,Banovic (2024)
"Abraham A., Banovic P., Banyai K., Gorfol T., Jakimovski D., Kemenesi G., Kuczmog A., Lanszki Z., Tauber Z., Zana B.",Increased clinical vigilance identified additional human cases and genetically diverse isolates of Crimean-Congo Haemorrhagic Fever Virus in North Macedonia,"Baranya 7624, Hungary, Ifjusag utja 20, Pecs, Szentagothai Research Center, University of Pecs, Unpublished",,2024,"PQ031235, PQ031236, PQ031237, PQ031238, PQ031239, PQ031240",168,Abraham,Abraham (2024)
"Azadmanjiri S., Azizizadeh S., Baniasadi V., Fazlalipour M., Fereydouni Z., Ghalejoogh M., Hosseini M., Jalai T., Khakifirouz S., Mohammadi T., Pouriayevali M., Salehi-vaziri M., Tavakolirad M.","Crimean-ongo haemorrhagic fever among healthcare workers in Iran 2000-2018, a report of National Reference Laboratory","Arboviruses and Viral Hemorrhagic Fevers Department (National Ref. Lab), Iran, No. 69, Pasteur Ave., Pasteur Institute of Iran, Tehran 1316943551, Unpublished",,2018,"MH697878, MH697879, MH697880, MH697881, MH697882, MH697883, MH697884, MH697885, MH697886, MH697887, MH697888",169,Azadmanjiri,Azadmanjiri (2018)
"Arikawa J., Dautu G., Eto Y., Fukushi S., Furumoto H., Hang'ombe B., Kabilika S., Kajihara M., Monze M., Mori-kajihara A., Morikawa S., Mukonka V., Mweene A., Nakao R., Orba Y., Qiu Y., Saasa N., Saijo M., Sawa H., Simulundu E., Simuunza M., Takada A., Yoshimatsu K.",Serologic and molecular evidence for circulation of Crimean-Congo hemorrhagic fever virus in ticks and cattle in Zambia,"Contact:Masahiro Kajihara Hokkaido University, Hokkaido 001-0020, Japan URL :http://www.czc.hokudai.ac.jp/en/index.html, Kita-ku, PLoS Negl Trop Dis 15 (6), Research Center for Zoonosis Control; Kita 20 Nishi 10, Sapporo, e0009452 (2021)",34061841,"2020, 2021","LC534898, LC534899, LC534900, LC534901, LC534902, LC534903, LC534904, LC534905, LC534906, LC534907, LC534908, LC534909, LC534910",170,Arikawa,"Arikawa (2021, 34061841)"
"Ari O., Bakir M., Dal T., Durmaz R., Engin A., Erdem E., Kalaycioglu A., Oguzoglu T.","Investigation of genetic variations of Crimean-Congo Hemorrhagic Fever viruses in Turkey based on whole genome sequences and examination of relationship between posible variations and the course of the disease, Investigation of genetic variations of Crimean-Congo hemorrhagic Fever viruses in Turkey based on whole genome sequences and examination of relationship between posible variations and the course of the disease, Investigation of genetic variations of Crimean-Congo hemorrhagic fever viruses in Turkey based on whole genome sequences and examination of relationship between posible variations and the course of the disease, Investigation of genetic variations of crimean-congo hemorrhagic fever viruses in Turkey based on whole genome sequences and examination of relationship between posible variations and the course of the disease","Department of Pharmaceutical Microbiology, Faculty of Pharmacy, Faculty of Pharmacy Department of Pharmaceutical Microbiology, Karadeniz Technical University, Trabzon, Trabzon 61000, Trabzon 61100, Turkey, University Mah, University mah, Unpublished",,"2022, 2023","ON755121, OQ935537, OQ935538, OQ935539, OQ935540, OQ935541, OQ935542, OQ935543, OQ935544, OQ935545, OQ935546, OQ935547, OQ935548, OQ935549, OQ935550, OQ935551, OQ935552, OQ935553, OQ935554, OQ954463, OQ954464, OQ954465, OQ954466, OQ954467, OQ954468, OQ954469, OQ954470, OQ954471, OQ954472, OQ954473, OQ954474, OQ954475, OQ954476, OQ954477, OQ954478",171,Ari,Ari (2023)
"Ari O., Bakir M., Dal T., Durmaz R., Engin A., Erdem E., Kalaycioglu A., Oguzoglu T.",Investigation of genetic variations of Crimean-Congo Hemorrhagic Fever viruses in Turkey based on whole genome sequences and examination of relationship between posible variations and the course of the disease. This study was funded by the Scientific and Technological Research Council of Turkey (TUBITAK grant number SBAG 118R018),"Bay, Faculty of Pharmacy Department of Pharmaceutical Microbiology, Karadeniz Technical University, Trabzon, Trabzon 61000, Trabzon 61080, Turkey, University mah., Unpublished",,2022,"ON209431, ON254095, ON254096, ON254097, ON254098, ON254099, ON254100, ON623080, ON623081, ON623082, ON623083, ON623084, ON623085, ON623086, ON640906, ON640907, ON640908, ON640909, ON640910, ON668033, ON668034, ON668035",172,Ari,Ari (2022)
"Adams P., Christova I., Kalvatchev N., Weaver S.",Genetic analysis of Crimean-Congo hemorrhagic fever virus isolated recently from different regions of Bulgaria,"26 Yanko Sakazov blvd., Bulgaria, Microbiology, National Center of Infectious and Parasitic Diseases, Sofia 1504, Unpublished",,2011,"JF807428, JF807429, JF807430, JF807431, JF807432, JF807433, JF807434, JF807435",173,Adams,Adams (2011)
"Bhatia S., Gavade V., Kamboj A., Kulkarni D., Mishra A., Pateriya A., Rajukumar K., Ranaware P., Raut A., Senthilkumar D.","Novel molecular beacon probe-based real-time rt-PCR assay for diagnosis of crimean-congo hemorrhagic Fever encountered in India, Phylogenetic analysis of Indian Crimean-Congo hemorrhagic fever virus","496219 (2014), Anand Nagar, Bhopal, Biomed Res Int 2014, Hathaikheda, High Security Animal Disease Laboratory (HSADL), India, Indian Veterinary Research Institute (IVRI), Madhya Pradesh 462021, Unpublished, Veterinary Biotechnology",24877102,"2012, 2014",JX051650,174,Bhatia,"Bhatia (2014, 24877102)"
"Dilcher M., Karlberg H., Lindegren G., Mardani M., Mirazimi A., Mousavi-jazi M., Sharifi-mood B., Weidmann M.",Investigation of an outbreak of Crimean-Congo hemorrhagic fever virus,"Department of Virology, Germany, Goettingen, Kreuzbergring 57, Lower Saxony D-37075, University Medical Center Goettingen, Unpublished",,2013,"KC867272, KC867273, KC867274",175,Dilcher,Dilcher (2013)
"Akdogan E., Caylan R., Comer J., Eren N., Erickson B., Karti S., Koksal I., Korten V., Ksiazek T., Nichol S., Odabasi Z., Ovali E., Rollin P., Sonmenz M., Vincent M., Yilmaz M.",Crimean-Congo Hemorrhagic Fever in Turkey,"1600 Clifton Road, Atlanta, Centers for Disease Control, GA 30333, Special Pathogens Branch, USA, Unpublished",,2003,"AY508484, AY508485",176,Akdogan,Akdogan (2003)
"Kautman M., Papa A., Siroky P., Tiar G.","AP92-like Crimean-Congo Hemorrhagic Fever Virus in Hyalomma aegyptium Ticks, Algeria","354-356 (2016), Brno 612 42, Czech Republic, Department of Biology and Wildlife Diseases, Emerging Infect. Dis. 22 (2), Palackeho trida 1/3, University of Veterinary and Pharmaceutical Sciences Brno",26812469,"2015, 2016","KT599097, KT599098",177,Kautman,"Kautman (2016, 26812469)"
"Czub M., Feldmann H., Flick R., Grolla A., Kinsella E., Martin S.",Sequence determination of the Crimean-Congo hemorrhagic fever virus L segment,"1015 Arlington Street, 23-28 (2004), Canada, Canadian Science Center for Human and Animal Health, MB R3E 3R2, Special Pathogens, Virology 321 (1), Winnipeg",15033561,"2003, 2004","AY389361, NC_005301",178,Czub,"Czub (2004, 15033561)"
"Butenko A., Gmyl A., Gordeychuk I., Isaeva O., Klimentov A., Larichev V.",Genetic diversity of Crimean-Congo Hemorraghic fever virus in Russia,"27 km Kievskogo shosse, Chumakov Institute of Poliomyelitis and Viral Encephalitides, Moscow 142782, Russia, Unpublished",,2016,"KX056050, KX056051, KX056052, KX056053, KX056054, KX056055, KX056056, KX056057, KX056058, KX056059, KX056060, KX056061",179,Butenko,Butenko (2016)
"Altimura L., Conrad T., Delp K., Garrison A., Kearney B., Koehler J., Minogue T., Rossi C., Schoepp R.",Genome Sequences of eight Crimean-Congo hemorrhagic fever virus strains,"1425 Porter Street, DSD, Frederick, MD 21702, USA, USAMRIID, Unpublished",,2017,"KY484025, KY484026, KY484027, KY484028, KY484029, KY484030, KY484031, KY484032, KY484033, KY484034, KY484035, KY484036, KY484037, KY484038, KY484039, KY484040, KY484041, KY484042, KY484043, KY484044, KY484045, KY484046, KY484047, KY484048",180,Altimura,Altimura (2017)
"Gutorov V., Kuhn J., Lvov D., Morzunov S., Netesov S., Petrov V., Petrova I., Seregin S., Tyunnikov G., Vyshemirski O., Vyshemirskii O., Yashina L.","Genetic analysis of the M RNA segment of Crimean-Congo hemorrhagic fever virus strains involved in the recent outbreaks in Russia, Partial Genetic Characterization of different strain of C-CHF virus circulating in the territory of NIS countries, Partial Genetic Characterization of different strains of C-CHF virus circulating in territory of NIS countries, Partial genetic characterization of different strain of C-CHF virus circulating in the territory of NIS countries, Partial genetic characterization of different strains of C-CHF virus circulating in territory of NIS countries","2199-2213 (2004), Arch. Virol. 149 (11), Biochemistry of Viruses, Koltsovo, Novosibirsk 630559, Russia, State Research Center of Virology and Biotechnology 'Vector', Unpublished",15503207,"2002, 2004","AF481806, AF481807, AF483271, AF483272, AF483273, AF483274, AF489586, AF489587, AF492421, AF492422, AF492423, AF492424",181,Gutorov,"Gutorov (2004, 15503207)"
"Acici M., Erciyas-yavuz K., Eroglu C., Hokelek M., Leblebicioglu H., Yilmaz H.","Role of migratory birds in spreading Crimean-Congo hemorrhagic fever, Turkey","1331-1334 (2014), Atakum, Black See 55139, Emerging Infect. Dis. 20 (8), Medical Microbiology, Ondokuz Mayis University Medical Faculty, Samsun, Turkey",25062428,"2013, 2014","KF727976, KF727977",182,Acici,"Acici (2014, 25062428)"
"Chinikar S., Li Q., Lundkvist K., Nilsson M., Nordstrom H., Plyusnin A.",Genetic characterization of the S and M segments of Crimean Congo hemorrhagic fever virus strains isolated in Iran,"Centre for Microbiological Preparedness, Nobelsvag 18, Solna 171 82, Sweden, Swedish Institute for Infectious Disease Control, Unpublished",,2006,"DQ446212, DQ446213, DQ446214, DQ446215, DQ446216",183,Chinikar,Chinikar (2006)
"Al hammadi Z., Al hosani F., Al muhairi S., Eltahir Y., Gerber S., Hall A., Khalafalla A., Li Y., Paden C., Queen K., Tao Y., Tong S., Yusof M.",Identification of diverse viruses in upper respiratory samples in dromedary camels from United Arab Emirates,"1600 Clifton Rd, Atlanta, Centers for Disease Control and Prevention, Division of Viral Diseases, GA 30333, USA, Unpublished",,2017,MF593474,184,Al hammadi,Al hammadi (2017)
"Daniyarov O., Goutorov V., Gromashevski V., Gutorov V., Hodgson L., Karimov S., Kazakov S., Kuzina I., Lofts R., Lvov D., Netesov S., Ospanov K., Petrov V., Petrova I., Samokhvalov E., Seregin S., Shestopalov A., Smith J., Tishkova F., Tiunnikov G., Tumanova I., Tyunnikov G., Vyshemirski O., Yashina L.","Crimean-Congo hemorrhagic fever virus S segment, Study of the genetic variability of Crimean-Congo hemorrhagic fever virus in Central Asia","313-315 (2004), Biochemistry of Viruses, Bldg. 1425, Dokl. Biochem. Biophys. 398, Fort Detrick, Frederick, Koltsovo, MD 21701, Novosibirsk 630559, Russia, State Research Center of Virology and Biotechnology 'Vector', USA, USAMRIID, Unpublished, Virology Division, Vopr. Virusol. (2002) In press",15584517,"1997, 2002, 2003, 2004","AF481803, AF481804, AF481805, AY277668, AY277669, AY277670, AY277671, AY277672, AY277673, AY277674, AY277675, AY277676, AY277677, AY297688, AY297689, AY297690, AY297691, AY297692, NC_005302, U88410, U88411, U88412, U88413, U88414, U88415, U88416",185,Daniyarov,"Daniyarov (2003, 15584517)"
"Drexler J., Dzagurova T., Gmyl A., Klimentov A., Lukashev A., Smirnova S.",Phylogeography of Crimean Congo Hemorrhagic Fever Virus,"27 km Kievskogo shosse, Chumakov Institute of Poliomyelitis and Viral Encephalitides, E0166744 (2016), Moscow 142782, PLoS ONE 11 (11), Russia",27880794,2016,"KX013444, KX013445, KX013446, KX013447, KX013448, KX013449, KX013450, KX013451, KX013452, KX013453, KX013454, KX013455, KX013456, KX013457, KX013458, KX013459, KX013460, KX013461, KX013462, KX013463, KX013464, KX013465, KX013466, KX013467, KX013468, KX013469, KX013470, KX013471, KX013472, KX013473, KX013474, KX013475, KX013476, KX013477, KX013478, KX013479, KX013480, KX013481, KX013482, KX013483, KX013484, KX013485, KX013486, KX013487, KX013488",186,Drexler,"Drexler (2016, 27880794)"
"Aarons E., Atkinson B., Brooks T., Dowall S., Glover S., Hewson R., Lumley S., Nijjar M., Petridou C., Simpson A., Staplehurst S.","Detection of a non-fatal case of Crimean-Congo haemorrhagic fever imported into the UK (ex Bulgaria), June 2014","Porton Down, Public Health England, Research, Salisbury, UK, Unpublished, Wilts SP40JG",,2014,KM201260,187,Aarons,Aarons (2014)
"Antoniadis A., Hang C., Kouidou S., Ma B., Papa A., Tang Q.","China, Genetic characterization of the M RNA segment of Crimean Congo hemorrhagic fever virus strains","50-53 (2002), Aristotelian University of Thessaloniki, Emerging Infect. Dis. 8 (1), Greece, Microbiology, School of Medicine, Thessaloniki 54006",11749748,"2001, 2002","AF350448, AF350449",188,Antoniadis,"Antoniadis (2002, 11749748)"
"Chinikar S., Maghsood H., Nabian S., Shayan P.","Molecular epidemiology and phylogeny of Crimean-Congo haemorrhagic fever (CCHF) virus of Ixodid ticks in Khorasan-e-Razavi province of Iran, Molecular epidemiology and phylogeny of Crimean-Congo hemorrhagic fever (CCHF) virus of Ixodid ticks in Khorasan-e-Razavi province of Iran","Enghalab Square, Faculty of Veterinary Medicine, Iran, Parasitology, Tehran 009821, University of Tehran, Unpublished",,2015,"KP682503, KP742979",189,Chinikar,Chinikar (2015)
"Chinikar S., Maghsood H., Nabian S., Shayan P.","Molecular epidemiology and phylogeny of Crimean-Congo haemorrhagic fever (CCHF) virus of Ixodid ticks in Khorasan-e-Razavi province of Iran, Molecular epidemiology and phylogeny of Crimean-Congo hemorrhagic fever (CCHF) virus of Ixodid ticks in Khorasan-e-Razavi province of Iran","Enghalab Square, Faculty of Veterinary Medicine, Iran, Parasitology, Tehran, Tehran 009821, University of Tehran, Unpublished",,2015,"KP682503, KP742979",190,Chinikar,Chinikar (2015)
"Akin H., Akkutay A., Dincer E., Faraji A., Mahzounieh M., Ozkul A.",Relationship between crimean-congo hemorrhagic Fever virus strains circulating in iran and Turkey: possibilities for transborder transmission,"782-785 (2012), Ankara, Ankara University, Faculty of Veterinary Medicine, Irfan Bastug Cad. Diskapi, None 06110, Turkey, Vector Borne Zoonotic Dis. 12 (9), Virology Department",22925023,"2010, 2012","HM853679, HM853680, HM853681, HM853682",191,Akin,"Akin (2012, 22925023)"
"Ghalyanchi langrodi A., Langeroudi A., Majidzadeh K., Morovvati A., Razmyar J., Soleimani M.","2010, Iran, Molecular phylogenetic study on S-segment of Crimean-Congo Hemorrhagic Fever (CCHF) virus genome isolated from ticks in in West Azerbaiajan and Sistan and Baluchestan provinces","AJA University of Medical Science, E258 (2012), Int. J. Infect. Dis. 16, Iran, Tasnim Biotechnology Research Center, Tehran, Tehran 1411718541, West Fatemi St",,"2011, 2012","JF798866, JF798867, JF798868, JF798869",192,Ghalyanchi langrodi,Ghalyanchi langrodi (2012)
"D'alessio S., Di domenico M., Di luca M., Goffredo M., Mancini G., Mancuso E., Marcacci M., Monaco F., Orsini M., Polci A., Spina F., Toma L.",First detection of Crimean-Congo haemorrhagic fever virus in tick from migratory birds in Italy,"Abruzzo 64100, Foreign Deseases of Animals, Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Italy, Teramo, Unpublished, Via Campo Boario, Viral",,2018,"MH576575, MH595794",193,D'alessio,D'alessio (2018)
"Antoniadis A., Marriott A., Nuttall P., Polyzoni T.",Detection of human antibodies to Crimean-Congo haemorrhagic fever virus using expressed viral nucleocapsid protein,"2157-2161 (1994), Anthony C. Marriott, J. Gen. Virol. 75 (Pt 9), Mansfield Road, N.E.R.C. Institute of Virology and Environmental Microbiology, OX1 3SR, Oxford, UK",8077915,1994,U04958,194,Antoniadis,"Antoniadis (1994, 8077915)"
"Berthet F., Marriott A., Nuttall P., Zeller H.",Genetic variation in the nucleoprotein gene of Crimean-Congo haemorrhagic fever virus,"Mansfield Road, Marriott A.C., NERC Institute of Virology & Environmental Microbiology, OX1 3SR, Oxford, United Kingdom, Unpublished",,1994,"U15020, U15021, U15022, U15023, U15024, U15089, U15090, U15091, U15092, U15093",195,Berthet,Berthet (1994)
"Meissner J., Nichol S., St. jeor S.",Partial sequence of CCHF virus L segment,"1664 North Virginia Street, Microbiology, NV 89557, Reno, USA, University of Nevada, Unpublished",,"2003, 2004","AY422208, AY422209",196,Meissner,Meissner (2004)
"Hazlett L., Meissner J., Nichol S., Sato S., St. jeor S.","Crimean Congo Hemorrhagic Fever Virus S segment sequence, strain Matin","MS200/FA310, Microbiology, NV 89557, Reno, USA, University of Nevada, Unpublished",,2002,AF527810,197,Hazlett,Hazlett (2002)
"Lvov D., Meissner J., Netesov S., Petrov V., Samokhvalov E., Seregin S., Vyshemirski O., Vyshemirskii O.",A variable region in the Crimean-Congo hemorrhagic fever virus L segment distinguishes between strains isolated from different geographic regions,"223-228 (2006), 630559, J. Med. Virol. 78 (2), Koltsovo, Laboratory of Virology, Novosibirsk 630559, Novosibirsk Region, Novosibirsk Region 630559, Russia, Russian Federation, SRC VB 'Vector', State Research Center for Virology and Biotechnology 'Vector'",16372290,"2005, 2006","AY995158, AY995159, AY995160, AY995161, AY995162, AY995163, AY995164, AY995165, AY995166, AY995167, AY995168, AY995169, AY995170, DQ206449",198,Lvov,"Lvov (2006, 16372290)"
"Meissner J., Netesov S., Petrov V., Seregin S., Vyshemirski O., Vyshemirskii O., Yakimenko N.","The complete genomic sequence of strain ROS/HUVLV-100, a representative Russian Crimean Congo hemorrhagic fever virus strain","87-93 (2006), Koltsovo, Laboratory of Virology, Novosibirsk 630559, Russia, SRC VB 'Vector', Virus Genes 33 (1)",16791423,"2005, 2006","DQ206447, DQ206448",199,Meissner,"Meissner (2006, 16791423)"
"Meissner J., Netesov S., Petrov V., Seregin S., Vyshemirski O., Vyshemirskii O., Yakimenko N.",Complete L segment coding-region sequences of Crimean Congo hemorrhagic fever virus strains from the Russian Federation and Tajikistan,"465-475 (2006), Arch. Virol. 151 (3), Koltsovo, Laboratory of Virology, Novosibirsk 630559, Russia, State Research Center of Virology and Biotechnology 'VECTOR'",16195783,"2004, 2006","AY675240, AY720893",200,Meissner,"Meissner (2006, 16195783)"
"Benzanona N., Ergin S., Gargili A., Midilli K.",Second natural human infection caused by an AP92-like CCHF virus strain,"Cerrahpasa, Cerrahpasa Medical Faculty of Istanbul University, Fatih - Istanbul 34303, Microbiology and Clinical Microbiology, Turkey, Unpublished",,2008,FJ392604,201,Benzanona,Benzanona (2008)
"Altas K., Bakar M., Elevli M., Ergin S., Ergonul O., Gargili A., Midilli K., Ozturk R., Sengoz G., Turan N.",The first clinical case due to AP92 like strain of Crimean-Congo Hemorrhagic Fever virus and a field survey,"90 (2009), BMC Infect. Dis. 9, Cerrahpasa Medical Fakulty of Istanbul University, Fatih - Istanbul 34303, Microbiology and Clinical Microbiology, Temel Bilimler Binasi, Turkey",19515251,"2007, 2009",EU057975,202,Altas,"Altas (2009, 19515251)"
"Ergin S., Gargili A., Midilli K., Vatansever Z.",Detection and molecular analysis of Crimean-Congo hemorrhagic fever virus from ticks collected from European part of Turkey (Thrace),"Cerrahpasa, Cerrahpasa Medical Faculty of Istanbul University, Fatih, Istanbul 34303, Microbiology and Clinical Microbiology, Turkey, Unpublished",,2008,EU523593,203,Ergin,Ergin (2008)
"Habibzadeh S., Jeddi F., Mirzanejad-asl H., Mohammadi-ghalehbin B., Mohammadshahi J., Molaei S., Peeri doghaheh H., Soozangar N., Spotin A.",CCHF in Ardabil,"East Azerbijan 5166/15731, Golgasht Ave, Iran, Parasitolgy and Mycology, Tabriz, Tabriz University od Medical Sceinces, Unpublished",,2023,"OR391530, OR391531, OR391532, OR391533, OR391534",204,Habibzadeh,Habibzadeh (2023)
"Chang C., Deng F., Guo R., Hu Z., Luo T., Moming A., Shen S., Sun S., Wang C., Yue X., Zhang Y.","China, Prevalence and Phylogenetic Analysis of Crimean-Congo Hemorrhagic Fever Virus in Ticks from Different Ecosystems in Xinjiang","China, No. 666, Shengli Road, Tianshan District, Urumqi, Virol Sin (2018) In press, Xinjiang 830046, Xinjiang Key Laboratory of Biological Resources and Genetic Engineering, Xinjiang University",29524182,"2017, 2018","MG696068, MG696069, MG696070, MG696071, MG696072, MG696073, MG696074, MG696075, MG696076, MG696077, MG696078, MG696079, MG696080, MG696081, MG696082, MG696083, MG696084, MG696085",205,Chang,"Chang (2018, 29524182)"
"Bai Y., Deng F., Jin J., Moming A., Shen S., Su Z., Tang S., Wu Q., Zhang Y., Zhu Q.","China, Whole-genome sequencing of Crimean-Congo hemorrhagic fever virus strains circulating in Xinjiang","China, Chinese Academy of Sciences, Hubei 430071, No. 44, Unpublished, Wuchang District, Wuhan, Wuhan Institute of Virology, Xiaohongshan Middle District",,2023,"OR047127, OR047128, OR047129, OR047130, OR047131, OR047132, OR047133, OR047134, OR047135, OR047136, OR047137, OR047138, OR047139, OR047140, OR047141, OR047142, OR047143, OR047144, OR047145, OR047146, OR047147, OR047148, OR047149, OR047150, OR047151, OR047152, OR047153, OR047154, OR047155, OR047156, OR047157, OR047158, OR047159, OR047160, OR047161, OR047162, OR047163, OR047164, OR047165, OR047166, OR047167, OR047168, OR047169, OR047170, OR047171, OR047172, OR047173, OR047174, OR047175, OR047176, OR047177, OR047178, OR047179, OR047180, OR047181, OR047182, OR047183, OR047184, OR047185, OR047186",206,Bai,Bai (2023)
"Calero-bernal R., De la fuente J., Fernandez de mera I., Gortazar C., Habela M., Moraga fernandez A., Royo-hernandez L., Ruiz fons F.","Detection of New Crimean-Congo Hemorrhagic Fever Virus Genotypes in Ticks Feeding on Deer and Wild Boar, Spain","Ciudad Real 13071, Instituto de Investigacion en Recursos Cinegeticos, Lancet (2019) In press, Ronda de Toledo s/n, Sanidad Animal, Spain",,"2018, 2019","MK297919, MK297920, MK297921, MK297922, MK297923, MK297924, MK297925, MK297926, MK297927, MK297928, MK297929, MK297930, MK297931, MK297932, MK297933, MK297934, MK297935, MK297936",207,Calero-bernal,Calero-bernal (2019)
"De la fuente J., Fernandez de mera I., Margalida A., Martinez J., Moraga-fernandez A., Munoz-hernandez C., Oliva-vidal P., Sanchez-sanchez M.","Health risks associated with argasid ticks, transmitted pathogens and blood parasites in European Griffon vulture (Gyps fulvus) nestlings in Spain","Ciudad Real, Ciudad Real 13005, Department of Science and Agroforestal Technology and Genetics, Institute for Game and Wildlife Research, Ronda Toledo 12, Spain, Unpublished",,2022,"OP951067, OP951068, OP951069",208,De la fuente,De la fuente (2022)
"Kurane I., Morikawa S., Qing T., Saijo M., Tang Q., Xinqin Z.",Genetic diversity of the M RNA segment among Crimean-Congo hemorrhagic fever virus isolates in China,"159-164 (2002), Contact:Shigeru Morikawa National Institute of Infectious Diseases, Japan URL :http://www.nih.go.jp, Musashimurayama, Special Pathogens Laboratory; 4-7-1 Gakuen, Tokyo 208-0011, Virology 296 (1)",12036327,"2001, 2002","AB069669, AB069670, AB069671, AB069672, AB069673, AB069674, AB069675",209,Kurane,"Kurane (2002, 12036327)"
"Agafonov D., Bah M., Boumbaly S., Diallo M., Gurkin G., Guseva N., Kabanov A., Kartashov M., Katyshev S., Krasnov Y., Naidenova E., Senichkina A., Shipovalov A., Zakharov K.",Crimean-Congo hemorrhagic fever virus in Republic of Guinea,"Microbiology, Russian Antiplague Research Institute 'Microbe', Russian Federation, Saratov, Saratov region 410005, Universitetskaya 46, Unpublished",,2024,"PQ361718, PQ361719, PQ361720, PQ361721, PQ361722, PQ361723, PQ361724, PQ361725",210,Agafonov,Agafonov (2024)
"Arribas J., Astray-mochales J., Bermejo lopez E., Cornejo V., De la calle-prieto F., Delgado-jimenez P., Diaz-diaz D., Emmerich P., Fernandez-cruz A., Fernandez-diaz M., Figueira J., Fraile J., Garcia-arenzana N., Garcia-comas L., Keough-delgado E., Lasala F., Lopez perez L., Lopez-garcia M., Manzanares J., Martin-quiros A., Martinez de la gandara A., Menarguez J., Milla J., Mora-rillo M., Negredo A., Ordobas gavin M., Palencia-herrejon E., Ramirez de arellano E., Rodriguez-baena E., Rodriguez-fraga O., Sanchez-artola B., Sanchez-seco M., Schmidt-chanasit J., Trigo E.",Autochthonous Crimean-Congo Hemorrhagic Fever in Spain,"154-161 (2017), Ctra pozuelo-Majadahonda Km 2, Institute of Health 'Carlos III', Madrid 28220, Majadahonda, N. Engl. J. Med. 377 (2), Spain, Virology",28700843,2017,"KY492289, KY492290",211,Arribas,"Arribas (2017, 28700843)"
"Calero-bernal R., Estrada-pena A., Habela M., Labiod N., Lasala F., Lopez P., Negredo A., Ramirez de arellano E., Sanchez-seco P., Sarria A., Tenorio A.","2011-2015, Spain, Survey of Crimean-Congo Hemorrhagic Fever Enzootic Focus","Arbovirus and Imported Viral Diseases, Ctra. Majadahonda-Pozuelo, Emerging Infect. Dis. 25 (6) (2019) In press, Institute of Health Carlos III, Madrid 28220, Majadahonda, National Center of Microbiology, Spain, km2",,"2018, 2019","MH337845, MH337846, MH337847",212,Calero-bernal,Calero-bernal (2019)
"De arellano E., Estrada-pe A., Jimenez M., Molina R., Negredo A., Olmeda A., Romero L., San miguel L., Sanchez-seco M., Sierra M., Valcarcel F.","Spain, Widespread Detection of Multiple Strains of Crimean-Congo Hemorrhagic Fever Virus in Ticks","394-402 (2021), Arbovirus and Imported Viral diseases, Ctra. Majadahonda-Pozuelo, Emerg Infect Dis 28 (2), Institute of Health Carlos III, Madrid 28220, Majadahonda, National Center of Microbiology, Spain, km2",35076008,2021,"OK082060, OK082061, OK082062, OK082063, OK082064, OK082065, OK082066, OK082067",213,De arellano,"De arellano (2021, 35076008)"
"Budino M., De la hoz C., De ory F., Diez F., Garcinuno M., Gutierrez A., Hernandez L., Negredo A., Sanchez-arroyo R., Sanchez-seco M., Vazquez A.",Second autochthonous case of CCHF infection by tick bite in Spain (2018). Identification of a new virus circulating in West Europe,"Arbovirus and Imported Viral diseases, Ctra. Majadahonda-Pozuelo, Institute of Health Carlos III, Madrid 28220, Majadahonda, National Center of Microbiology, Spain, Unpublished, km2",,2019,"MN689739, MN689740, MN689741",214,Budino,Budino (2019)
"Akishkin V., Arjba T., Azarian A., Babaeva M., Bashkina O., Butenko A., Gintsburg A., Gushchin V., Kozlova A., Kuznetsova N., Larichev V., Nikeshina N., Nikiforova M., Rubalsky O., Shchetinin A., Tkachuk A., Vakalova E.","Occurrence of the neglected arboviruses in the Astrakhan region of Russia for 2018 season: the development of multiplex PCR assays and analysis of mosquitoes, and human blood sera, ticks","16, Gamaleya str., Moscow 123098, N.F. Gamaleya Research Center of Epidemiology and Microbiology, Pathogenic Microorganisms Variability Lab, Russia, Unpublished",,2020,"MN987247, MN987248, MN987249",215,Akishkin,Akishkin (2020)
